datetime,athlete,distance,duration,gender,age_group,country,month,year,distance_2019,distance_2020
2019-01-01 00:00:00,0,0,0,F,18 - 34,United States,January,2019,0,
2019-01-08 00:00:00,0,0,0,F,18 - 34,United States,January,2019,0,
2019-01-15 00:00:00,0,0,0,F,18 - 34,United States,January,2019,0,
2019-01-22 00:00:00,0,0,0,F,18 - 34,United States,January,2019,0,
2019-01-29 00:00:00,0,0,0,F,18 - 34,United States,January,2019,0,
2019-02-05 00:00:00,0,0,0,F,18 - 34,United States,February,2019,0,
2019-02-12 00:00:00,0,0,0,F,18 - 34,United States,February,2019,0,
2019-02-19 00:00:00,0,0,0,F,18 - 34,United States,February,2019,0,
2019-02-26 00:00:00,0,0,0,F,18 - 34,United States,February,2019,0,
2019-03-05 00:00:00,0,0,0,F,18 - 34,United States,March,2019,0,
2019-03-12 00:00:00,0,0,0,F,18 - 34,United States,March,2019,0,
2019-03-19 00:00:00,0,0,0,F,18 - 34,United States,March,2019,0,
2019-03-26 00:00:00,0,0,0,F,18 - 34,United States,March,2019,0,
2019-04-02 00:00:00,0,0,0,F,18 - 34,United States,April,2019,0,
2019-04-09 00:00:00,0,0,0,F,18 - 34,United States,April,2019,0,
2019-04-16 00:00:00,0,0,0,F,18 - 34,United States,April,2019,0,
2019-04-23 00:00:00,0,0,0,F,18 - 34,United States,April,2019,0,
2019-04-30 00:00:00,0,0,0,F,18 - 34,United States,April,2019,0,
2019-05-07 00:00:00,0,0,0,F,18 - 34,United States,May,2019,0,
2019-05-14 00:00:00,0,0,0,F,18 - 34,United States,May,2019,0,
2019-05-21 00:00:00,0,0,0,F,18 - 34,United States,May,2019,0,
2019-05-28 00:00:00,0,4.63,28.083333333333332,F,18 - 34,United States,May,2019,4.63,
2019-06-04 00:00:00,0,4.83,35.35,F,18 - 34,United States,June,2019,4.83,
2019-06-11 00:00:00,0,10.19,61.93333333333334,F,18 - 34,United States,June,2019,10.19,
2019-06-18 00:00:00,0,29.32,178.98333333333335,F,18 - 34,United States,June,2019,29.32,
2019-06-25 00:00:00,0,20.16,128.75,F,18 - 34,United States,June,2019,20.16,
2019-07-02 00:00:00,0,0,0,F,18 - 34,United States,July,2019,0,
2019-07-09 00:00:00,0,0,0,F,18 - 34,United States,July,2019,0,
2019-07-16 00:00:00,0,0,0,F,18 - 34,United States,July,2019,0,
2019-07-23 00:00:00,0,37.22,239.08333333333334,F,18 - 34,United States,July,2019,37.22,
2019-07-30 00:00:00,0,41.629999999999995,271.0833333333333,F,18 - 34,United States,July,2019,41.629999999999995,
2019-08-06 00:00:00,0,39.32,233.38333333333333,F,18 - 34,United States,August,2019,39.32,
2019-08-13 00:00:00,0,29.96,180.1,F,18 - 34,United States,August,2019,29.96,
2019-08-20 00:00:00,0,52.43,304.9666666666667,F,18 - 34,United States,August,2019,52.43,
2019-08-27 00:00:00,0,54.57,326.06666666666666,F,18 - 34,United States,August,2019,54.57,
2019-09-03 00:00:00,0,59.64,371.05,F,18 - 34,United States,September,2019,59.64,
2019-09-10 00:00:00,0,44.69,267.9,F,18 - 34,United States,September,2019,44.69,
2019-09-17 00:00:00,0,64.43,393.16666666666663,F,18 - 34,United States,September,2019,64.43,
2019-09-24 00:00:00,0,32.39,201.51666666666665,F,18 - 34,United States,September,2019,32.39,
2019-10-01 00:00:00,0,18.54,107.9,F,18 - 34,United States,October,2019,18.54,
2019-10-08 00:00:00,0,56.35,354.1166666666667,F,18 - 34,United States,October,2019,56.35,
2019-10-15 00:00:00,0,6.45,38.96666666666667,F,18 - 34,United States,October,2019,6.45,
2019-10-22 00:00:00,0,0,0,F,18 - 34,United States,October,2019,0,
2019-10-29 00:00:00,0,0,0,F,18 - 34,United States,October,2019,0,
2019-11-05 00:00:00,0,0,0,F,18 - 34,United States,November,2019,0,
2019-11-12 00:00:00,0,0,0,F,18 - 34,United States,November,2019,0,
2019-11-19 00:00:00,0,0,0,F,18 - 34,United States,November,2019,0,
2019-11-26 00:00:00,0,0,0,F,18 - 34,United States,November,2019,0,
2019-12-03 00:00:00,0,0,0,F,18 - 34,United States,December,2019,0,
2019-12-10 00:00:00,0,0,0,F,18 - 34,United States,December,2019,0,
2019-12-17 00:00:00,0,0,0,F,18 - 34,United States,December,2019,0,
2019-12-24 00:00:00,0,0,0,F,18 - 34,United States,December,2019,0,
2020-01-01 00:00:00,0,0,0,F,18 - 34,United States,January,2020,,0
2020-01-08 00:00:00,0,0,0,F,18 - 34,United States,January,2020,,0
2020-01-15 00:00:00,0,0,0,F,18 - 34,United States,January,2020,,0
2020-01-22 00:00:00,0,0,0,F,18 - 34,United States,January,2020,,0
2020-01-29 00:00:00,0,0,0,F,18 - 34,United States,January,2020,,0
2020-02-05 00:00:00,0,0,0,F,18 - 34,United States,February,2020,,0
2020-02-12 00:00:00,0,0,0,F,18 - 34,United States,February,2020,,0
2020-02-19 00:00:00,0,6.5,34.11666666666667,F,18 - 34,United States,February,2020,,6.5
2020-02-26 00:00:00,0,0,0,F,18 - 34,United States,February,2020,,0
2020-03-04 00:00:00,0,7.31,38.583333333333336,F,18 - 34,United States,March,2020,,7.31
2020-03-11 00:00:00,0,0,0,F,18 - 34,United States,March,2020,,0
2020-03-18 00:00:00,0,11.370000000000001,60,F,18 - 34,United States,March,2020,,11.370000000000001
2020-03-25 00:00:00,0,8.86,47.46666666666667,F,18 - 34,United States,March,2020,,8.86
2020-04-01 00:00:00,0,15.36,81.96666666666667,F,18 - 34,United States,April,2020,,15.36
2020-04-08 00:00:00,0,0,0,F,18 - 34,United States,April,2020,,0
2020-04-15 00:00:00,0,8.06,47.05,F,18 - 34,United States,April,2020,,8.06
2020-04-22 00:00:00,0,14.530000000000001,83.56666666666666,F,18 - 34,United States,April,2020,,14.530000000000001
2020-04-29 00:00:00,0,0,0,F,18 - 34,United States,April,2020,,0
2020-05-06 00:00:00,0,0,0,F,18 - 34,United States,May,2020,,0
2020-05-13 00:00:00,0,12.58,72.38333333333333,F,18 - 34,United States,May,2020,,12.58
2020-05-20 00:00:00,0,4.84,26.6,F,18 - 34,United States,May,2020,,4.84
2020-05-27 00:00:00,0,4.4,24.366666666666667,F,18 - 34,United States,May,2020,,4.4
2020-06-03 00:00:00,0,3.74,21.883333333333333,F,18 - 34,United States,June,2020,,3.74
2020-06-10 00:00:00,0,5.64,32.93333333333333,F,18 - 34,United States,June,2020,,5.64
2020-06-17 00:00:00,0,11.27,66.3,F,18 - 34,United States,June,2020,,11.27
2020-06-24 00:00:00,0,4.3,24.033333333333335,F,18 - 34,United States,June,2020,,4.3
2020-07-01 00:00:00,0,8.06,50.483333333333334,F,18 - 34,United States,July,2020,,8.06
2020-07-08 00:00:00,0,0,0,F,18 - 34,United States,July,2020,,0
2020-07-15 00:00:00,0,25.03,152.38333333333333,F,18 - 34,United States,July,2020,,25.03
2020-07-22 00:00:00,0,15.94,103.03333333333335,F,18 - 34,United States,July,2020,,15.94
2020-07-29 00:00:00,0,0,0,F,18 - 34,United States,July,2020,,0
2020-08-05 00:00:00,0,0,0,F,18 - 34,United States,August,2020,,0
2020-08-12 00:00:00,0,0,0,F,18 - 34,United States,August,2020,,0
2020-08-19 00:00:00,0,0,0,F,18 - 34,United States,August,2020,,0
2020-08-26 00:00:00,0,9.25,55.849999999999994,F,18 - 34,United States,August,2020,,9.25
2020-09-02 00:00:00,0,10,65.68333333333334,F,18 - 34,United States,September,2020,,10
2020-09-09 00:00:00,0,11.27,64.23333333333333,F,18 - 34,United States,September,2020,,11.27
2020-09-16 00:00:00,0,4.84,28.316666666666666,F,18 - 34,United States,September,2020,,4.84
2020-09-23 00:00:00,0,0,0,F,18 - 34,United States,September,2020,,0
2020-09-30 00:00:00,0,0,0,F,18 - 34,United States,September,2020,,0
2020-10-07 00:00:00,0,0,0,F,18 - 34,United States,October,2020,,0
2020-10-14 00:00:00,0,5.86,35.983333333333334,F,18 - 34,United States,October,2020,,5.86
2020-10-21 00:00:00,0,16.36,93.83333333333333,F,18 - 34,United States,October,2020,,16.36
2020-10-28 00:00:00,0,4.84,28.583333333333332,F,18 - 34,United States,October,2020,,4.84
2020-11-04 00:00:00,0,11.45,64.95,F,18 - 34,United States,November,2020,,11.45
2020-11-11 00:00:00,0,5.99,33,F,18 - 34,United States,November,2020,,5.99
2020-11-18 00:00:00,0,8.05,45.45,F,18 - 34,United States,November,2020,,8.05
2020-11-25 00:00:00,0,4.99,28.483333333333334,F,18 - 34,United States,November,2020,,4.99
2020-12-02 00:00:00,0,4.84,27.783333333333335,F,18 - 34,United States,December,2020,,4.84
2020-12-09 00:00:00,0,0,0,F,18 - 34,United States,December,2020,,0
2020-12-16 00:00:00,0,4.85,34.56666666666667,F,18 - 34,United States,December,2020,,4.85
2020-12-23 00:00:00,0,0,0,F,18 - 34,United States,December,2020,,0
2019-01-01 00:00:00,1,5.27,30.2,M,35 - 54,Germany,January,2019,5.27,
2019-01-08 00:00:00,1,59.86,357.1,M,35 - 54,Germany,January,2019,59.86,
2019-01-15 00:00:00,1,55.989999999999995,327.91666666666663,M,35 - 54,Germany,January,2019,55.989999999999995,
2019-01-22 00:00:00,1,58.5,333.91666666666663,M,35 - 54,Germany,January,2019,58.5,
2019-01-29 00:00:00,1,58.18000000000001,321.58333333333337,M,35 - 54,Germany,January,2019,58.18000000000001,
2019-02-05 00:00:00,1,51.59,282.3333333333333,M,35 - 54,Germany,February,2019,51.59,
2019-02-12 00:00:00,1,63.709999999999994,353.26666666666665,M,35 - 54,Germany,February,2019,63.709999999999994,
2019-02-19 00:00:00,1,62.04,344,M,35 - 54,Germany,February,2019,62.04,
2019-02-26 00:00:00,1,52.480000000000004,294.33333333333337,M,35 - 54,Germany,February,2019,52.480000000000004,
2019-03-05 00:00:00,1,63.589999999999996,365.68333333333334,M,35 - 54,Germany,March,2019,63.589999999999996,
2019-03-12 00:00:00,1,63.86,355,M,35 - 54,Germany,March,2019,63.86,
2019-03-19 00:00:00,1,77.31,434.25,M,35 - 54,Germany,March,2019,77.31,
2019-03-26 00:00:00,1,45.97,264.6166666666667,M,35 - 54,Germany,March,2019,45.97,
2019-04-02 00:00:00,1,0,0,M,35 - 54,Germany,April,2019,0,
2019-04-09 00:00:00,1,40.8,256.35,M,35 - 54,Germany,April,2019,40.8,
2019-04-16 00:00:00,1,27.71,164.03333333333333,M,35 - 54,Germany,April,2019,27.71,
2019-04-23 00:00:00,1,57.349999999999994,342.76666666666665,M,35 - 54,Germany,April,2019,57.349999999999994,
2019-04-30 00:00:00,1,74.29,416,M,35 - 54,Germany,April,2019,74.29,
2019-05-07 00:00:00,1,48.79,296.18333333333334,M,35 - 54,Germany,May,2019,48.79,
2019-05-14 00:00:00,1,71.50999999999999,446,M,35 - 54,Germany,May,2019,71.50999999999999,
2019-05-21 00:00:00,1,24.67,144,M,35 - 54,Germany,May,2019,24.67,
2019-05-28 00:00:00,1,71.6,433,M,35 - 54,Germany,May,2019,71.6,
2019-06-04 00:00:00,1,49.41,279.18333333333334,M,35 - 54,Germany,June,2019,49.41,
2019-06-11 00:00:00,1,53.699999999999996,308,M,35 - 54,Germany,June,2019,53.699999999999996,
2019-06-18 00:00:00,1,75.28,431,M,35 - 54,Germany,June,2019,75.28,
2019-06-25 00:00:00,1,66.45,384.6166666666667,M,35 - 54,Germany,June,2019,66.45,
2019-07-02 00:00:00,1,53.24999999999999,315.71666666666664,M,35 - 54,Germany,July,2019,53.24999999999999,
2019-07-09 00:00:00,1,61.410000000000004,388.8666666666667,M,35 - 54,Germany,July,2019,61.410000000000004,
2019-07-16 00:00:00,1,55.580000000000005,316.04999999999995,M,35 - 54,Germany,July,2019,55.580000000000005,
2019-07-23 00:00:00,1,69.22999999999999,395.68333333333334,M,35 - 54,Germany,July,2019,69.22999999999999,
2019-07-30 00:00:00,1,61.31999999999999,351,M,35 - 54,Germany,July,2019,61.31999999999999,
2019-08-06 00:00:00,1,54.17999999999999,300.5,M,35 - 54,Germany,August,2019,54.17999999999999,
2019-08-13 00:00:00,1,72.76,416,M,35 - 54,Germany,August,2019,72.76,
2019-08-20 00:00:00,1,47.08,255.88333333333333,M,35 - 54,Germany,August,2019,47.08,
2019-08-27 00:00:00,1,59.32000000000001,347.23333333333335,M,35 - 54,Germany,August,2019,59.32000000000001,
2019-09-03 00:00:00,1,48.260000000000005,278,M,35 - 54,Germany,September,2019,48.260000000000005,
2019-09-10 00:00:00,1,64.83,348.0333333333333,M,35 - 54,Germany,September,2019,64.83,
2019-09-17 00:00:00,1,50.88,304.1166666666667,M,35 - 54,Germany,September,2019,50.88,
2019-09-24 00:00:00,1,59,335,M,35 - 54,Germany,September,2019,59,
2019-10-01 00:00:00,1,68.07000000000001,381.7166666666667,M,35 - 54,Germany,October,2019,68.07000000000001,
2019-10-08 00:00:00,1,80.03,426,M,35 - 54,Germany,October,2019,80.03,
2019-10-15 00:00:00,1,50.72,280,M,35 - 54,Germany,October,2019,50.72,
2019-10-22 00:00:00,1,30.839,188.16666666666666,M,35 - 54,Germany,October,2019,30.839,
2019-10-29 00:00:00,1,46.24,265,M,35 - 54,Germany,October,2019,46.24,
2019-11-05 00:00:00,1,56.77,300.78333333333336,M,35 - 54,Germany,November,2019,56.77,
2019-11-12 00:00:00,1,27.380000000000003,168,M,35 - 54,Germany,November,2019,27.380000000000003,
2019-11-19 00:00:00,1,10.77,62,M,35 - 54,Germany,November,2019,10.77,
2019-11-26 00:00:00,1,30.3,184.75,M,35 - 54,Germany,November,2019,30.3,
2019-12-03 00:00:00,1,39.47,228.3,M,35 - 54,Germany,December,2019,39.47,
2019-12-10 00:00:00,1,50.439,334.9166666666667,M,35 - 54,Germany,December,2019,50.439,
2019-12-17 00:00:00,1,62.53,382.05,M,35 - 54,Germany,December,2019,62.53,
2019-12-24 00:00:00,1,70.28,404.8041666666667,M,35 - 54,Germany,December,2019,70.28,
2020-01-01 00:00:00,1,70.33,394.2,M,35 - 54,Germany,January,2020,,70.33
2020-01-08 00:00:00,1,68.73,402,M,35 - 54,Germany,January,2020,,68.73
2020-01-15 00:00:00,1,43.25,260,M,35 - 54,Germany,January,2020,,43.25
2020-01-22 00:00:00,1,33.33,204.1,M,35 - 54,Germany,January,2020,,33.33
2020-01-29 00:00:00,1,48.32,299.6,M,35 - 54,Germany,January,2020,,48.32
2020-02-05 00:00:00,1,49.61000000000001,286,M,35 - 54,Germany,February,2020,,49.61000000000001
2020-02-12 00:00:00,1,83.38,500.3666666666667,M,35 - 54,Germany,February,2020,,83.38
2020-02-19 00:00:00,1,64.68900000000001,345.0833333333333,M,35 - 54,Germany,February,2020,,64.68900000000001
2020-02-26 00:00:00,1,49.03,282.48333333333335,M,35 - 54,Germany,February,2020,,49.03
2020-03-04 00:00:00,1,62.449000000000005,376.3666666666667,M,35 - 54,Germany,March,2020,,62.449000000000005
2020-03-11 00:00:00,1,45.42,263.48333333333335,M,35 - 54,Germany,March,2020,,45.42
2020-03-18 00:00:00,1,35.78,216.18333333333334,M,35 - 54,Germany,March,2020,,35.78
2020-03-25 00:00:00,1,35.23,226.65,M,35 - 54,Germany,March,2020,,35.23
2020-04-01 00:00:00,1,39.41,242.46666666666667,M,35 - 54,Germany,April,2020,,39.41
2020-04-08 00:00:00,1,3.76,30.866666666666667,M,35 - 54,Germany,April,2020,,3.76
2020-04-15 00:00:00,1,21.8,135,M,35 - 54,Germany,April,2020,,21.8
2020-04-22 00:00:00,1,19.339,119.53333333333333,M,35 - 54,Germany,April,2020,,19.339
2020-04-29 00:00:00,1,49.629999999999995,286,M,35 - 54,Germany,April,2020,,49.629999999999995
2020-05-06 00:00:00,1,36.69,221.01666666666665,M,35 - 54,Germany,May,2020,,36.69
2020-05-13 00:00:00,1,41.22,228.78333333333333,M,35 - 54,Germany,May,2020,,41.22
2020-05-20 00:00:00,1,48.85,272,M,35 - 54,Germany,May,2020,,48.85
2020-05-27 00:00:00,1,40.26,221.9,M,35 - 54,Germany,May,2020,,40.26
2020-06-03 00:00:00,1,45.98,255.2,M,35 - 54,Germany,June,2020,,45.98
2020-06-10 00:00:00,1,57.39,333.1333333333333,M,35 - 54,Germany,June,2020,,57.39
2020-06-17 00:00:00,1,52.959999999999994,306.3666666666667,M,35 - 54,Germany,June,2020,,52.959999999999994
2020-06-24 00:00:00,1,48.830000000000005,281,M,35 - 54,Germany,June,2020,,48.830000000000005
2020-07-01 00:00:00,1,32.04,178.46666666666667,M,35 - 54,Germany,July,2020,,32.04
2020-07-08 00:00:00,1,47.75,267,M,35 - 54,Germany,July,2020,,47.75
2020-07-15 00:00:00,1,12.2,70,M,35 - 54,Germany,July,2020,,12.2
2020-07-22 00:00:00,1,68.92999999999999,437.98333333333335,M,35 - 54,Germany,July,2020,,68.92999999999999
2020-07-29 00:00:00,1,17.970000000000002,101.43333333333334,M,35 - 54,Germany,July,2020,,17.970000000000002
2020-08-05 00:00:00,1,12.41,72,M,35 - 54,Germany,August,2020,,12.41
2020-08-12 00:00:00,1,47.68,274,M,35 - 54,Germany,August,2020,,47.68
2020-08-19 00:00:00,1,19.64,108.6,M,35 - 54,Germany,August,2020,,19.64
2020-08-26 00:00:00,1,47.629999999999995,278,M,35 - 54,Germany,August,2020,,47.629999999999995
2020-09-02 00:00:00,1,39.9,232.81666666666666,M,35 - 54,Germany,September,2020,,39.9
2020-09-09 00:00:00,1,23.310000000000002,130.85,M,35 - 54,Germany,September,2020,,23.310000000000002
2020-09-16 00:00:00,1,12.31,68,M,35 - 54,Germany,September,2020,,12.31
2020-09-23 00:00:00,1,35.379999999999995,197.86666666666667,M,35 - 54,Germany,September,2020,,35.379999999999995
2020-09-30 00:00:00,1,31.009,170.65,M,35 - 54,Germany,September,2020,,31.009
2020-10-07 00:00:00,1,40.25,232,M,35 - 54,Germany,October,2020,,40.25
2020-10-14 00:00:00,1,45.849,266.2166666666667,M,35 - 54,Germany,October,2020,,45.849
2020-10-21 00:00:00,1,43,242.73333333333335,M,35 - 54,Germany,October,2020,,43
2020-10-28 00:00:00,1,11.02,58.81666666666667,M,35 - 54,Germany,October,2020,,11.02
2020-11-04 00:00:00,1,35.52,195.68333333333334,M,35 - 54,Germany,November,2020,,35.52
2020-11-11 00:00:00,1,27.47,148,M,35 - 54,Germany,November,2020,,27.47
2020-11-18 00:00:00,1,35.050000000000004,193.66666666666666,M,35 - 54,Germany,November,2020,,35.050000000000004
2020-11-25 00:00:00,1,46.709999999999994,259.1166666666667,M,35 - 54,Germany,November,2020,,46.709999999999994
2020-12-02 00:00:00,1,36.32,214,M,35 - 54,Germany,December,2020,,36.32
2020-12-09 00:00:00,1,56.599999999999994,319.9,M,35 - 54,Germany,December,2020,,56.599999999999994
2020-12-16 00:00:00,1,59.02,341,M,35 - 54,Germany,December,2020,,59.02
2020-12-23 00:00:00,1,37.83111111111111,223.31296296296298,M,35 - 54,Germany,December,2020,,37.83111111111111
2019-01-01 00:00:00,2,9.3,98,M,35 - 54,United Kingdom,January,2019,9.3,
2019-01-08 00:00:00,2,30.82,202.66666666666666,M,35 - 54,United Kingdom,January,2019,30.82,
2019-01-15 00:00:00,2,10.01,95,M,35 - 54,United Kingdom,January,2019,10.01,
2019-01-22 00:00:00,2,54.34,325.25,M,35 - 54,United Kingdom,January,2019,54.34,
2019-01-29 00:00:00,2,37.099000000000004,192.06666666666666,M,35 - 54,United Kingdom,January,2019,37.099000000000004,
2019-02-05 00:00:00,2,58.28,298.3833333333333,M,35 - 54,United Kingdom,February,2019,58.28,
2019-02-12 00:00:00,2,61.69,350.35,M,35 - 54,United Kingdom,February,2019,61.69,
2019-02-19 00:00:00,2,61.160000000000004,312.3666666666667,M,35 - 54,United Kingdom,February,2019,61.160000000000004,
2019-02-26 00:00:00,2,71.31899999999999,410.81666666666666,M,35 - 54,United Kingdom,February,2019,71.31899999999999,
2019-03-05 00:00:00,2,43.17,206.68333333333334,M,35 - 54,United Kingdom,March,2019,43.17,
2019-03-12 00:00:00,2,67.66,346.9166666666667,M,35 - 54,United Kingdom,March,2019,67.66,
2019-03-19 00:00:00,2,62.14,403.7166666666667,M,35 - 54,United Kingdom,March,2019,62.14,
2019-03-26 00:00:00,2,63.269000000000005,323.3333333333333,M,35 - 54,United Kingdom,March,2019,63.269000000000005,
2019-04-02 00:00:00,2,0,0,M,35 - 54,United Kingdom,April,2019,0,
2019-04-09 00:00:00,2,34.13,171.66666666666666,M,35 - 54,United Kingdom,April,2019,34.13,
2019-04-16 00:00:00,2,35.2,227.81666666666666,M,35 - 54,United Kingdom,April,2019,35.2,
2019-04-23 00:00:00,2,54.31,296.73333333333335,M,35 - 54,United Kingdom,April,2019,54.31,
2019-04-30 00:00:00,2,8.05,37.53333333333333,M,35 - 54,United Kingdom,April,2019,8.05,
2019-05-07 00:00:00,2,11.27,53.96666666666667,M,35 - 54,United Kingdom,May,2019,11.27,
2019-05-14 00:00:00,2,33.589999999999996,159.81666666666666,M,35 - 54,United Kingdom,May,2019,33.589999999999996,
2019-05-21 00:00:00,2,0,0,M,35 - 54,United Kingdom,May,2019,0,
2019-05-28 00:00:00,2,0,0,M,35 - 54,United Kingdom,May,2019,0,
2019-06-04 00:00:00,2,0,0,M,35 - 54,United Kingdom,June,2019,0,
2019-06-11 00:00:00,2,0,0,M,35 - 54,United Kingdom,June,2019,0,
2019-06-18 00:00:00,2,8.09,44,M,35 - 54,United Kingdom,June,2019,8.09,
2019-06-25 00:00:00,2,6.43,33.65,M,35 - 54,United Kingdom,June,2019,6.43,
2019-07-02 00:00:00,2,17.11,126.81666666666666,M,35 - 54,United Kingdom,July,2019,17.11,
2019-07-09 00:00:00,2,9.64,90,M,35 - 54,United Kingdom,July,2019,9.64,
2019-07-16 00:00:00,2,9.03,91,M,35 - 54,United Kingdom,July,2019,9.03,
2019-07-23 00:00:00,2,9.28,91,M,35 - 54,United Kingdom,July,2019,9.28,
2019-07-30 00:00:00,2,0,0,M,35 - 54,United Kingdom,July,2019,0,
2019-08-06 00:00:00,2,0,0,M,35 - 54,United Kingdom,August,2019,0,
2019-08-13 00:00:00,2,0,0,M,35 - 54,United Kingdom,August,2019,0,
2019-08-20 00:00:00,2,0,0,M,35 - 54,United Kingdom,August,2019,0,
2019-08-27 00:00:00,2,13.05,70.83333333333334,M,35 - 54,United Kingdom,August,2019,13.05,
2019-09-03 00:00:00,2,9.67,96,M,35 - 54,United Kingdom,September,2019,9.67,
2019-09-10 00:00:00,2,9.53,94,M,35 - 54,United Kingdom,September,2019,9.53,
2019-09-17 00:00:00,2,0,0,M,35 - 54,United Kingdom,September,2019,0,
2019-09-24 00:00:00,2,9.23,95,M,35 - 54,United Kingdom,September,2019,9.23,
2019-10-01 00:00:00,2,5.44,97,M,35 - 54,United Kingdom,October,2019,5.44,
2019-10-08 00:00:00,2,0,0,M,35 - 54,United Kingdom,October,2019,0,
2019-10-15 00:00:00,2,0,0,M,35 - 54,United Kingdom,October,2019,0,
2019-10-22 00:00:00,2,4.83,25.233333333333334,M,35 - 54,United Kingdom,October,2019,4.83,
2019-10-29 00:00:00,2,24.120000000000005,174.26666666666665,M,35 - 54,United Kingdom,October,2019,24.120000000000005,
2019-11-05 00:00:00,2,0,0,M,35 - 54,United Kingdom,November,2019,0,
2019-11-12 00:00:00,2,11.629999999999999,199,M,35 - 54,United Kingdom,November,2019,11.629999999999999,
2019-11-19 00:00:00,2,9.38,99,M,35 - 54,United Kingdom,November,2019,9.38,
2019-11-26 00:00:00,2,22.9,229.01666666666665,M,35 - 54,United Kingdom,November,2019,22.9,
2019-12-03 00:00:00,2,25.54,176.1,M,35 - 54,United Kingdom,December,2019,25.54,
2019-12-10 00:00:00,2,14.490000000000002,74.31666666666666,M,35 - 54,United Kingdom,December,2019,14.490000000000002,
2019-12-17 00:00:00,2,0,0,M,35 - 54,United Kingdom,December,2019,0,
2019-12-24 00:00:00,2,8.16375,41.65,M,35 - 54,United Kingdom,December,2019,8.16375,
2020-01-01 00:00:00,2,14.65,79.06666666666666,M,35 - 54,United Kingdom,January,2020,,14.65
2020-01-08 00:00:00,2,28.25,236.2,M,35 - 54,United Kingdom,January,2020,,28.25
2020-01-15 00:00:00,2,22.509999999999998,165.93333333333334,M,35 - 54,United Kingdom,January,2020,,22.509999999999998
2020-01-22 00:00:00,2,33.53,169.79999999999998,M,35 - 54,United Kingdom,January,2020,,33.53
2020-01-29 00:00:00,2,33.9,349,M,35 - 54,United Kingdom,January,2020,,33.9
2020-02-05 00:00:00,2,17.07,187,M,35 - 54,United Kingdom,February,2020,,17.07
2020-02-12 00:00:00,2,0,0,M,35 - 54,United Kingdom,February,2020,,0
2020-02-19 00:00:00,2,0,0,M,35 - 54,United Kingdom,February,2020,,0
2020-02-26 00:00:00,2,15.82,79.35,M,35 - 54,United Kingdom,February,2020,,15.82
2020-03-04 00:00:00,2,19.05,143.01666666666665,M,35 - 54,United Kingdom,March,2020,,19.05
2020-03-11 00:00:00,2,0,0,M,35 - 54,United Kingdom,March,2020,,0
2020-03-18 00:00:00,2,0,0,M,35 - 54,United Kingdom,March,2020,,0
2020-03-25 00:00:00,2,0,0,M,35 - 54,United Kingdom,March,2020,,0
2020-04-01 00:00:00,2,0,0,M,35 - 54,United Kingdom,April,2020,,0
2020-04-08 00:00:00,2,0,0,M,35 - 54,United Kingdom,April,2020,,0
2020-04-15 00:00:00,2,4.98,25.75,M,35 - 54,United Kingdom,April,2020,,4.98
2020-04-22 00:00:00,2,0,0,M,35 - 54,United Kingdom,April,2020,,0
2020-04-29 00:00:00,2,20.92,114.28333333333333,M,35 - 54,United Kingdom,April,2020,,20.92
2020-05-06 00:00:00,2,8.14,45.516666666666666,M,35 - 54,United Kingdom,May,2020,,8.14
2020-05-13 00:00:00,2,0,0,M,35 - 54,United Kingdom,May,2020,,0
2020-05-20 00:00:00,2,0,0,M,35 - 54,United Kingdom,May,2020,,0
2020-05-27 00:00:00,2,0,0,M,35 - 54,United Kingdom,May,2020,,0
2020-06-03 00:00:00,2,0,0,M,35 - 54,United Kingdom,June,2020,,0
2020-06-10 00:00:00,2,0,0,M,35 - 54,United Kingdom,June,2020,,0
2020-06-17 00:00:00,2,10,55.06666666666667,M,35 - 54,United Kingdom,June,2020,,10
2020-06-24 00:00:00,2,5,28.633333333333333,M,35 - 54,United Kingdom,June,2020,,5
2020-07-01 00:00:00,2,0,0,M,35 - 54,United Kingdom,July,2020,,0
2020-07-08 00:00:00,2,13.18,73.93333333333334,M,35 - 54,United Kingdom,July,2020,,13.18
2020-07-15 00:00:00,2,34.15,188.46666666666667,M,35 - 54,United Kingdom,July,2020,,34.15
2020-07-22 00:00:00,2,33.39,180.2,M,35 - 54,United Kingdom,July,2020,,33.39
2020-07-29 00:00:00,2,14.490000000000002,75.46666666666667,M,35 - 54,United Kingdom,July,2020,,14.490000000000002
2020-08-05 00:00:00,2,45.45,241.93333333333334,M,35 - 54,United Kingdom,August,2020,,45.45
2020-08-12 00:00:00,2,0,0,M,35 - 54,United Kingdom,August,2020,,0
2020-08-19 00:00:00,2,0,0,M,35 - 54,United Kingdom,August,2020,,0
2020-08-26 00:00:00,2,0,0,M,35 - 54,United Kingdom,August,2020,,0
2020-09-02 00:00:00,2,8.75,45.93333333333334,M,35 - 54,United Kingdom,September,2020,,8.75
2020-09-09 00:00:00,2,0,0,M,35 - 54,United Kingdom,September,2020,,0
2020-09-16 00:00:00,2,3.9,22.566666666666666,M,35 - 54,United Kingdom,September,2020,,3.9
2020-09-23 00:00:00,2,0,0,M,35 - 54,United Kingdom,September,2020,,0
2020-09-30 00:00:00,2,0,0,M,35 - 54,United Kingdom,September,2020,,0
2020-10-07 00:00:00,2,0,0,M,35 - 54,United Kingdom,October,2020,,0
2020-10-14 00:00:00,2,0,0,M,35 - 54,United Kingdom,October,2020,,0
